1,54,-10
-17,53,-19
-54,51,-27
-37,36,-27
-28,38,-21
-35,47,-9
-42,52,-14
-45,53,-18
-33,47,-28
-29,44,-30
-33,42,-21
-36,43,-9
-37,46,-8
-41,50,-20
-44,59,-19
-44,70,-23
-54,68,-35
-54,56,-38
-26,40,-25
-6,40,-14
-8,57,3
-40,65,-15
-48,63,-24
-43,58,-23
-35,53,-18
-19,46,-10
-17,42,-3
-22,42,-1
-24,45,0
-27,47,2
-34,48,2
-52,50,-10
-68,73,-26
-41,86,-21
-3,69,-29
32,48,-16
-29,53,-28
-55,52,-38
-52,39,-30
-21,42,-6
-26,44,-10
-47,48,-27
-48,48,-30
-32,47,-27
-27,47,-26
-30,48,-27
-36,52,-27
-37,50,-26
-39,46,-24
-38,44,-26
-34,44,-27
-26,47,-25
-25,48,-25
-32,53,-26
-32,56,-28
-30,56,-27
-29,52,-26
-24,50,-29
-22,51,-29
-24,53,-24
-28,51,-22
-40,48,-24
-46,46,-26
-44,43,-27
-41,41,-25
-40,42,-25
-38,44,-28
-33,45,-30
-32,46,-31
-32,47,-34
-32,47,-34
-36,45,-30
-44,48,-27
-46,50,-29
-39,53,-32
-23,51,-32
-30,49,-36
-47,53,-27
-41,54,-12
-52,53,4
-67,67,-5
-66,54,-8
-53,47,-3
-52,37,-5
-57,26,-9
-80,14,-26
-84,13,-26
-73,23,-16
-49,33,1
-45,31,-14
-52,36,-20
-61,48,-11
-61,62,15
-47,58,21
-29,35,14
-38,24,11
-43,19,8
-52,12,1
-57,8,-4
-68,-4,-17
-74,-14,-39
-72,-18,-43
-64,-19,-43
-64,-8,-39
-63,-2,-34
-65,13,-23
-62,24,-10
-51,24,3
-53,21,7
-55,19,9
-54,7,7
-60,-1,-1
-78,-7,-21
-78,-12,-36
-70,-11,-37
-62,-6,-35
-63,-1,-28
-55,5,-12
-51,12,-2
-51,11,-2
-61,8,-9
-65,4,-13
-64,4,-12
-63,0,-13
-62,-1,-14
-65,-1,-14
-70,1,-12
-73,3,-10
-72,4,-5
-74,6,-3
-73,9,0
-69,7,-1
-66,6,-1
-63,2,-4
-64,1,-5
-63,-1,-7
-59,-3,-7
-60,-2,-8
-57,-2,-7
-58,-1,-7
-59,3,-4
-57,4,-1
-63,5,-1
-87,17,-5
-88,21,-5
-70,26,7
-62,33,13
-64,35,12
-63,41,15
-52,41,18
-45,38,17
-45,34,11
-47,33,9
-50,30,9
-57,29,10
-60,31,10
-60,31,12
-58,30,12
-52,27,12
-54,23,9
-57,21,7
-62,18,5
-66,17,3
-67,16,1
-61,13,2
-61,13,2
-66,18,2
-64,19,3
-56,18,3
-55,15,1
-55,14,1
-55,10,-1
-61,10,0
-68,10,-1
-76,15,1
-74,18,5
-75,21,4
-68,19,1
-58,17,2
-48,10,2
-52,9,-1
-59,7,-3
-67,10,-7
-73,10,-11
-78,14,-10
-77,14,-9
-66,16,-9
-72,22,-13
-80,28,-14
-66,36,-6
-51,41,1
-39,45,7
-38,44,4
-41,43,2
-42,40,4
-49,38,8
-50,34,6
-50,28,2
-58,26,-1
-67,27,-3
-57,30,-2
-52,30,-3
-32,30,3
-29,32,7
-31,36,9
-43,46,9
-41,45,9
-48,55,-1
-44,64,8
-86,62,24
-60,50,20
-50,41,5
-14,29,8
-7,30,13
-10,41,26
-55,47,-4
-85,48,-29
-50,51,-18
-36,61,13
-30,47,13
-26,29,-7
-36,35,-15
-70,39,-24
-33,34,-20
-27,28,-28
-48,51,-27
-42,58,-16
-31,71,0
-38,66,-16
-34,64,-19
-33,63,-10
-37,62,-1
-41,54,-6
-42,48,-12
-41,51,-10
-38,57,-14
-24,60,-10
-22,56,-14
-39,57,-22
-43,58,-24
-48,56,-30
-44,64,-16
-29,62,-11
-15,60,-11
-16,59,-14
-15,66,-13
-13,65,-12
-17,66,-9
-22,56,-4
-21,53,-3
-25,48,-2
-19,45,4
-14,45,5
-14,50,0
-17,51,-3
-24,57,-4
-24,66,-7
-31,80,-5
-35,66,-10
-19,55,-16
1,45,-3
-22,51,-15
-32,50,-18
-39,60,-14
-26,68,-1
-18,64,-5
-9,55,-10
-16,55,-8
-28,56,-9
-29,56,-8
-24,57,-7
-21,58,-15
-24,57,-16
-37,57,-8
-37,51,-9
-32,50,-11
-31,52,-9
-35,52,-10
-40,52,-12
-39,53,-14
-39,53,-16
-41,52,-15
-41,50,-15
-39,46,-15
-36,48,-7
-36,49,-5
-41,49,-11
-42,51,-13
-38,57,-22
-34,65,-18
-32,60,-17
-20,57,-10
-17,62,-6
-18,63,-12
-15,67,-21
-16,68,-23
-19,61,-18
-21,58,-8
-22,57,-7
-27,55,-5
-29,55,-5
-27,55,-3
-28,54,6
-27,53,11
-25,48,10
-22,47,8
-20,47,5
-18,50,0
-18,54,-4
-24,76,-5
-52,81,-7
-49,62,-19
-18,50,-9
-2,52,7
-7,55,9
-32,52,-16
-38,60,-10
-35,64,-4
-25,60,-3
-15,54,-5
-23,56,-4
-25,56,-5
-28,57,-7
-30,57,-6
-21,54,-2
-23,60,-4
-29,63,-6
-38,61,-7
-37,58,-4
-30,54,-1
-29,55,-1
-32,56,-2
-30,56,-4
-30,56,-7
-31,57,-7
-30,54,-7
-29,53,-5
-30,51,-2
-30,51,-5
-32,56,-8
-40,53,-4
-37,51,-4
-34,55,-9
-36,56,-13
-35,54,-11
-33,51,-7
-30,50,-6
-31,52,-7
-36,56,-8
-36,57,-8
-34,55,-9
-34,53,-11
-35,50,-10
-31,51,-8
-26,52,-5
-33,45,-16
-32,48,-18
-41,56,-11
-25,68,4
-22,69,4
-43,53,-17
-28,57,-11
-26,54,-9
-32,50,-10
-34,49,-12
-37,54,-14
-35,51,-8
-35,52,-8
-35,53,-11
-35,54,-10
-31,56,-7
-29,58,-9
-30,57,-10
-27,56,-9
-25,57,-8
-25,57,-7
-25,59,-10
-25,60,-11
-26,60,-10
-28,55,-7
-27,55,-7
-28,53,-7
-29,53,-7
-34,54,-5
-35,54,-3
-34,54,-3
-31,53,-5
-29,54,-5
-29,56,-4
-33,55,-5
-34,54,-6
-39,54,-5
-41,51,-4
-40,50,-1
-37,52,-1
-35,50,-3
-35,49,-8
-37,50,-7
-40,49,-6
-41,44,-8
-41,45,-6
-41,47,-10
-42,49,-11
-41,49,-11
-43,51,-10
-42,52,-10
-40,50,-11
-44,47,-15
-44,47,-15
-37,48,-14
-32,50,-14
-34,51,-14
-38,50,-14
-38,51,-14
-37,51,-11
-37,49,-12
-37,50,-15
-36,51,-17
-35,52,-16
-33,53,-12
-32,52,-11
-34,55,-14
-32,57,-21
-33,58,-22
-31,58,-14
-24,55,-9
-22,55,-9
-26,56,-12
-27,57,-13
-30,59,-12
-28,57,-11
-27,56,-12
-26,57,-11
-25,58,-10
-24,58,-8
-25,59,-6
-26,59,-7
-29,58,-9
-29,58,-10
-28,61,-6
-31,58,1
-32,55,4
-26,47,7
-26,44,10
-32,42,12
-33,43,7
-32,44,6
-31,49,4
-27,62,-1
-32,76,-4
-56,79,-12
-38,62,-14
-3,50,-6
-7,53,6
-17,51,2
-32,52,-9
-35,60,-6
-39,67,-2
-26,57,-5
-21,56,-3
-20,55,-3
-25,56,-6
-31,57,-9
-29,58,-9
-28,57,-9
-26,56,-9
-25,56,-9
-28,56,-7
-28,55,-9
-27,54,-9
-28,55,-8
-28,55,-9
-27,55,-10
-30,55,-12
-32,55,-13
-31,54,-13
-29,53,-13
-29,53,-14
-31,57,-17
-33,59,-17
-32,59,-18
-29,54,-22
-30,52,-22
-33,48,-17
-26,51,-7
-39,41,-14
-42,46,-22
-41,51,-22
-30,62,-7
-25,66,-3
-26,68,-19
-26,60,-19
-24,52,-13
-39,49,-20
-45,46,-25
-41,46,-18
-34,47,-15
-35,48,-17
-39,50,-18
-31,50,-17
-32,51,-17
-37,50,-18
-35,51,-13
-26,49,-8
-26,56,-6
-27,56,-12
-27,59,-8
-32,58,-9
-46,55,-18
-27,68,5
-33,72,2
-45,68,-1
-44,60,13
-35,55,17
-10,47,20
-9,44,16
-23,44,6
-27,48,1
-30,56,-11
-30,55,-11
-25,60,-5
-18,71,0
-22,63,-5
-26,59,-5
-27,52,0
-26,50,2
-27,49,4
-24,52,3
-23,53,0
-18,56,1
-17,57,3
-19,59,0
-20,60,-5
-15,62,-5
-7,64,-5
-7,63,-6
-8,59,-11
-6,61,-9
-9,66,-11
-18,68,-17
-18,64,-18
-16,62,-6
-27,54,-9
-31,50,-13
-40,51,-18
-37,66,-10
-26,65,-10
-24,55,-17
-38,55,-22
-52,54,-21
-46,50,-12
-39,48,-11
-31,45,-13
-32,47,-14
-33,52,-15
-30,54,-14
-29,55,-15
-34,56,-19
-36,55,-20
-34,51,-21
-32,52,-16
-32,51,-17
-33,51,-17
-33,52,-16
-31,53,-16
-32,53,-18
-34,53,-18
-34,52,-17
-34,51,-16
-34,50,-16
-36,50,-16
-35,51,-15
-33,52,-15
-33,52,-16
-32,52,-16
-34,52,-14
-35,52,-14
-34,51,-13
-32,52,-11
-31,54,-11
-33,54,-13
-34,54,-15
-37,54,-18
-33,54,-16
-29,56,-12
-23,57,-10
-24,56,-12
-28,56,-13
-26,57,-10
-24,58,-10
-26,58,-12
-29,57,-12
-26,58,-11
-21,58,-10
-23,58,-12
-26,58,-13
-23,58,-13
-20,58,-12
-20,61,-11
-21,63,-12
-20,62,-10
-20,59,-4
-23,58,-2
-26,57,0
-28,54,1
-29,49,5
-25,48,9
-26,49,7
-24,49,2
-24,52,2
-17,57,2
-17,68,1
-22,79,-3
-42,79,-11
-20,58,-15
-11,53,-6
-11,47,5
-24,47,0
-40,55,-5
-34,64,-4
-28,61,-5
-15,55,-7
-17,55,-7
-33,53,-7
-31,55,-1
-30,55,1
-28,55,-1
-28,55,-4
-25,55,-5
-29,58,-10
-30,58,-11
-31,57,-10
-32,56,-9
-32,54,-8
-31,53,-8
-28,54,-8
-32,55,-13
-36,57,-16
-38,57,-16
-34,53,-13
-35,51,-12
-38,52,-8
-37,49,-11
-36,51,-11
-29,53,-8
-28,56,-8
-34,56,-14
-32,52,-12
-33,52,-8
-33,53,-8
-33,51,-9
-32,54,-8
-30,55,-13
-34,54,-17
-34,53,-8
-34,53,-2
-34,52,-8
-34,53,-11
-37,53,-13
-33,53,-12
-31,53,-11
-36,55,-12
-38,52,-12
-38,51,-11
-39,50,-10
-40,50,-11
-40,50,-13
-36,50,-12
-34,50,-12
-34,52,-13
-37,51,-12
-38,50,-11
-36,52,-8
-38,52,-10
-37,50,-13
-39,50,-15
-38,50,-15
-38,50,-12
-38,51,-12
-37,51,-11
-36,50,-10
-36,52,-10
-36,51,-11
-35,51,-12
-34,53,-10
-37,51,-11
-38,50,-14
-36,51,-12
-35,51,-12
-35,52,-13
-36,52,-13
-36,52,-12
-37,50,-12
-36,51,-11
-35,51,-11
-35,53,-11
-36,52,-12
-36,51,-12
-35,52,-12
-36,51,-12
-36,51,-12
-35,51,-12
-36,51,-12
-36,51,-12
-36,51,-12
-37,51,-12
-36,51,-12
-36,51,-12
-37,51,-12
-36,51,-11
-35,51,-12
-36,51,-12
-37,51,-12
-36,51,-12
-36,51,-12
-36,51,-11
-36,50,-12
-36,51,-12
-36,51,-11
-37,51,-11
-37,50,-11
-38,50,-11
-38,50,-11
-38,51,-11
-37,51,-11
-38,50,-11
-37,51,-10
-38,51,-10
-38,50,-11
-38,50,-11
-37,50,-11
-38,50,-11
-37,50,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,50,-11
-37,51,-11
-36,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-11
-37,51,-12
-38,51,-12
-36,50,-11
-37,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-38,50,-11
-37,50,-11
-38,50,-12
-39,50,-11
-38,50,-12
-38,51,-12
-38,50,-12
-39,50,-10
-39,50,-10
-37,51,-11
-37,51,-11
-36,52,-12
-37,50,-10
-36,50,-9
-39,50,-10
-39,49,-10
-38,50,-9
-38,50,-11
-38,50,-12
-38,50,-11
-38,50,-11
-38,50,-11
-37,51,-11
-38,51,-12
-37,50,-11
-40,48,-10
-40,48,-10
-39,50,-10
-39,51,-11
-36,52,-13
-38,49,-12
-39,49,-11
-39,49,-11
-39,50,-11
-37,51,-11
-38,50,-12
-38,50,-12
-38,50,-11
-37,50,-13
-37,51,-13
-38,49,-10
-37,50,-9
-38,50,-10
-36,50,-8
-38,51,-10
-38,51,-11
-40,49,-11
-41,47,-11
-39,49,-9
-39,50,-10
-38,50,-12
-38,50,-13
-39,50,-12
-40,49,-10
-39,49,-10
-39,50,-10
-39,50,-10
-39,49,-11
-39,49,-10
-38,50,-11
-39,50,-12
-38,49,-10
-38,49,-10
-39,49,-11
-38,51,-11
-35,51,-13
-39,50,-13
-40,49,-12
-39,49,-9
-38,50,-10
-39,50,-11
-38,50,-12
-39,50,-14
-40,48,-15
-39,47,-11
-41,48,-8
-40,49,-8
-40,48,-9
-41,48,-11
-42,47,-11
-40,48,-10
-39,49,-10
-38,50,-11
-38,50,-14
-38,50,-14
-37,50,-12
-37,50,-12
-36,50,-12
-36,51,-14
-38,50,-13
-40,49,-12
-40,49,-11
-39,50,-11
-37,51,-12
-37,50,-13
-36,50,-13
-36,51,-12
-37,52,-12
-37,51,-13
-37,50,-14
-38,50,-15
-37,51,-13
-36,51,-11
-37,51,-13
-36,51,-11
-36,50,-10
-36,51,-10
-36,51,-11
-36,50,-12
-36,52,-13
-36,53,-13
-37,52,-13
-34,50,-12
-34,50,-12
-35,52,-11
-36,52,-13
-35,52,-13
-35,52,-13
-36,52,-13
-37,52,-13
-36,51,-13
-37,51,-13
-37,51,-12
-36,51,-12
-35,52,-12
-35,52,-12
-36,51,-12
-36,51,-12
-35,51,-11
-37,51,-11
-38,51,-11
-37,50,-11
-38,51,-11
-37,50,-10
-38,50,-10
-38,49,-12
-38,50,-10
-38,49,-9
-40,48,-11
-42,47,-13
-41,49,-11
-40,50,-11
-42,50,-12
-41,48,-12
-38,48,-15
-38,48,-10
-39,50,-7
-40,50,-9
-39,50,-11
-36,49,-11
-39,50,-13
-38,49,-12
-39,51,-13
-36,50,-13
-35,48,-14
-36,49,-14
-36,49,-12
-35,50,-9
-39,51,-13
-39,52,-13
-37,53,-13
-38,53,-13
-37,51,-13
-34,49,-11
-37,53,-12
-38,53,-14
-38,52,-13
-30,56,-11
-30,58,-16
-29,59,-16
-26,61,-14
-27,60,-16
-28,59,-16
-29,60,-13
-25,59,-13
-16,57,-11
-12,59,-6
-18,65,-1
-29,63,-6
-30,59,-6
-23,54,-2
-19,53,1
-18,54,2
-16,56,-2
-16,59,-2
-14,61,0
-15,62,-2
-17,63,-4
-19,63,-6
-20,63,-8
-18,61,-4
-17,62,3
-23,60,3
-28,61,5
-29,58,5
-28,54,5
-21,53,7
-16,52,8
-16,52,7
-20,54,2
-21,55,3
-23,55,2
-22,55,2
-19,56,2
-17,60,2
-17,62,1
-19,65,-2
-19,65,-3
-16,64,-2
-14,63,-2
-13,63,-1
-15,64,-2
-16,64,-3
-17,63,-4
-16,61,-4
-16,60,-2
-16,60,-1
-15,59,-2
-13,59,-2
-14,60,-1
-15,60,-3
-16,60,-4
-12,61,-4
-11,62,-5
-11,64,-6
-15,63,-5
-18,60,-8
-18,61,-5
-20,61,-5
-31,59,-7
-35,57,-8
-27,54,-1
-28,50,-6
-33,52,-6
-56,62,-12
-48,57,-12
-11,47,-2
-37,51,-11
-41,50,-16
-44,61,-14
-41,65,-9
-33,56,-16
-41,47,-21
-42,45,-16
-33,48,-6
-30,52,-5
-30,53,-8
-34,53,-14
-36,54,-16
-39,54,-17
-33,55,-12
-30,56,-11
-34,54,-12
-35,53,-12
-33,53,-10
-34,52,-13
-35,53,-15
-36,53,-17
-34,53,-15
-28,53,-10
-27,53,-10
-29,53,-11
-32,54,-14
-33,54,-15
-33,55,-12
-31,53,-10
-31,52,-10
-34,53,-12
-34,53,-12
-35,53,-12
-35,52,-11
-35,52,-11
-35,52,-12
-35,52,-13
-35,51,-12
-37,50,-11
-38,50,-10
-38,51,-11
-37,52,-11
-36,52,-11
-36,52,-12
-35,52,-11
-36,51,-11
-36,52,-10
-36,52,-10
-36,52,-11
-36,52,-10
-35,52,-9
-35,52,-11
-35,53,-10
-34,53,-11
-34,52,-10
-34,52,-10
-34,53,-10
-35,52,-10
-35,52,-10
-35,52,-9
-36,50,-10
-37,49,-10
-38,50,-9
-39,50,-11
-39,51,-12
-39,51,-11
-38,50,-11
-38,50,-11
-38,50,-10
-36,52,-7
-35,52,-7
-34,54,-6
-33,54,-8
-33,58,-11
-27,60,-13
-33,57,-19
-38,55,-17
-30,58,-5
-22,59,-1
-23,56,-9
-27,54,-11
-31,57,-11
-26,59,-7
-24,59,-8
-24,58,-10
-26,58,-11
-27,57,-8
-27,55,-7
-24,55,-7
-22,56,-5
-22,57,-4
-28,58,-5
-29,56,-3
-29,55,-2
-29,53,-1
-28,52,-1
-24,50,1
-23,52,6
-22,53,8
-18,58,9
-17,61,6
-19,71,0
-23,71,-6
-23,65,-9
-36,65,-9
-37,44,-25
-32,41,-21
-13,46,2
-36,57,-5
-37,49,-24
-43,63,-17
-40,63,-14
-25,54,-12
-33,53,-12
-35,50,-11
-37,48,-9
-35,49,-8
-35,53,-8
-37,56,-10
-36,57,-11
-34,54,-9
-34,52,-8
-33,52,-10
-34,54,-13
-34,54,-12
-31,53,-9
-31,52,-8
-33,52,-8
-35,53,-11
-35,54,-12
-34,53,-11
-34,53,-10
-34,53,-9
-34,52,-10
-36,52,-10
-36,52,-10
-35,52,-10
-35,52,-10
-36,53,-10
-36,53,-10
-34,52,-10
-35,52,-11
-36,52,-11
-36,51,-11
-37,51,-11
-38,51,-10
-37,50,-10
-36,52,-9
-37,53,-10
-38,54,-11
-35,52,-11
-35,52,-9
-36,52,-9
-36,52,-10
-35,51,-10
-36,52,-10
-36,51,-10
-36,52,-9
-34,53,-8
-32,55,-8
-31,57,-10
-33,56,-14
-31,58,-13
-27,58,-5
-27,57,0
-30,56,-6
-26,59,-12
-23,61,-11
-18,64,-6
-22,64,-10
-24,62,-11
-24,60,-7
-24,60,-3
-24,59,2
-24,58,6
-27,57,5
-29,53,4
-27,51,7
-27,48,11
-29,46,9
-27,48,10
-18,53,12
-17,58,11
-17,58,8
-23,56,6
-23,55,7
-20,52,8
-18,52,9
-22,62,7
-56,95,3
-46,98,2
-11,53,-19
-12,44,-18
-27,33,-14
-48,46,-17
-47,49,-22
-32,53,-27
-34,49,-34
-36,50,-27
-28,53,-12
-24,55,-12
-32,53,-21
-41,48,-27
-41,47,-26
-35,50,-17
-38,49,-21
-42,47,-29
-33,49,-27
-29,51,-23
-30,51,-19
-33,50,-20
-38,49,-18
-33,51,-18
-30,55,-19
-31,57,-21
-34,56,-20
-33,54,-19
-33,53,-24
-31,52,-25
-21,52,-19
-14,57,-16
-16,58,-14
-20,66,-2
-26,70,1
-28,66,-13
-22,61,-17
-24,58,-14
-35,54,-13
-39,51,-14
-32,49,-2
-23,47,6
-26,45,7
-33,48,5
-33,51,3
-31,57,-1
-18,53,-4
-15,53,-2
-15,54,1
-18,55,-2
-16,58,1
-16,60,9
-20,64,10
-30,93,7
-49,87,-29
-21,54,-27
-11,25,-9
-27,31,-7
-68,51,-12
-32,51,-1
-29,48,-9
-48,42,-12
-47,44,-6
-38,49,-1
-29,57,-3
-34,58,-11
-39,54,-9
-37,53,-4
-31,51,1
-42,51,-6
-39,51,-5
-36,49,-12
-45,45,-24
-30,47,-19
-32,49,-10
-35,48,-10
-33,51,-16
-32,62,-12
-35,65,-13
-33,59,-15
-31,55,-17
-33,53,-15
-35,50,-15
-34,48,-18
-34,49,-18
-33,51,-17
-28,54,-18
-29,57,-21
-30,56,-21
-32,52,-16
-34,50,-13
-36,47,-13
-36,47,-16
-34,49,-17
-31,56,-17
-31,61,-17
-30,60,-17
-35,51,-13
-39,47,-11
-43,44,-7
-37,48,-7
-36,51,-10
-37,53,-14
-37,53,-15
-37,52,-14
-37,51,-11
-37,50,-11
-37,50,-11
-38,50,-11
-36,51,-12
-36,50,-11
-37,50,-11
-39,51,-11
-37,51,-12
-36,50,-11
-38,50,-11
-38,50,-11
-37,50,-11
-38,50,-11
-38,50,-11
-39,50,-10
-38,50,-10
-38,50,-11
-38,50,-11
-38,51,-10
-38,50,-10
-38,49,-10
-39,50,-9
-38,50,-10
-38,50,-10
-39,49,-9
-39,49,-9
-38,50,-9
-38,50,-9
-38,50,-10
-38,50,-10
-38,50,-10
-39,50,-10
-37,51,-11
-38,51,-11
-38,51,-10
-38,50,-11
-38,49,-10
-37,50,-10
-37,50,-10
-38,50,-11
-38,50,-11
-38,51,-11
-37,51,-11
-37,51,-11
-36,51,-12
-35,51,-13
-37,51,-13
-37,50,-12
-37,49,-12
-36,50,-12
-35,52,-13
-33,53,-15
-34,52,-16
-35,50,-15
-36,49,-14
-36,51,-15
-36,51,-15
-35,50,-16
-34,51,-16
-34,51,-17
-36,50,-17
-36,50,-17
-36,50,-18
-38,50,-16
-38,49,-15
-37,50,-15
-36,51,-15
-36,51,-17
-35,54,-18
-35,54,-19
-31,52,-16
-33,51,-15
-38,50,-15
-39,50,-15
-37,50,-17
-35,50,-20
-35,50,-18
-36,49,-16
-38,48,-17
-37,49,-18
-36,52,-22
-42,50,-27
-42,47,-30
-30,52,-11
-29,51,-9
-27,50,-6
-36,46,-16
-41,52,-11
-32,50,-9
-30,52,-9
-35,55,-11
-35,55,-12
-35,54,-15
-32,50,-16
-38,51,-18
-38,54,-19
-35,55,-18
-32,55,-13
-36,56,-12
-40,54,-16
-37,52,-24
-42,43,-27
-43,40,-27
-39,40,-19
-39,40,-17
-40,43,-17
-38,48,-15
-35,49,-14
-28,54,-9
-25,66,6
-27,70,9
-26,68,5
-21,68,8
-15,65,18
-25,55,12
-35,52,3
-55,50,-9
-52,46,-12
-27,46,-7
-13,58,6
-11,64,10
-24,66,4
-33,65,-4
-36,55,-5
-23,51,3
-15,50,5
-19,54,-1
-31,58,-2
-49,61,-6
-32,63,-5
-12,62,-2
7,66,1
-25,60,-7
-35,60,-8
-44,54,-6
-32,51,1
-7,52,10
-13,59,2
-22,61,-3
-42,60,-13
-44,56,-14
-28,56,-2
-20,54,-1
-19,53,-4
-26,56,-9
-28,57,-11
-27,57,-10
-25,55,-9
-26,56,-10
-28,55,-12
-29,56,-11
-31,56,-12
-32,54,-14
-32,55,-14
-32,52,-15
-32,51,-16
-34,52,-16
-33,52,-16
-33,52,-16
-34,53,-12
-34,53,-13
-33,53,-13
-33,54,-13
-35,55,-14
-37,54,-15
-32,53,-13
-32,52,-15
-37,50,-18
-39,50,-18
-37,51,-16
-34,49,-16
-34,49,-17
-33,51,-17
-32,54,-16
-30,58,-19
-22,66,-16
-18,67,-12
-18,60,-14
-20,55,-16
-20,56,-14
-16,58,-12
-15,58,-12
-13,61,-13
-15,66,-13
-15,67,-11
-12,65,-5
-15,65,-4
-27,65,-4
-40,56,-4
-39,51,-6
-22,52,1
-18,55,3
-25,55,-1
-19,57,-1
-17,57,0
-20,55,1
-20,56,3
-17,57,2
-18,59,1
-19,59,0
-22,61,-2
-22,61,-2
-21,60,-4
-18,61,-5
-17,62,-6
-17,63,-5
-25,61,-6
-27,59,-7
-23,57,-6
-20,57,-5
-25,57,-8
-26,57,-9
-26,57,-8
-27,59,-9
-28,58,-11
-27,55,-14
-29,53,-14
-31,52,-15
-31,51,-16
-31,51,-15
-33,51,-14
-34,51,-14
-34,52,-14
-36,54,-17
-35,55,-20
-34,56,-22
-33,56,-22
-29,54,-19
-26,54,-14
-31,55,-15
-35,55,-17
-38,53,-19
-36,52,-19
-32,50,-19
-32,51,-17
-31,51,-17
-26,54,-18
-22,56,-18
-20,57,-24
-26,58,-26
-27,59,-23
-28,58,-13
-30,58,-8
-24,56,-2
-22,59,-1
-36,62,-4
-66,64,-5
-68,59,-4
-42,54,5
-28,50,6
-33,44,-1
-26,43,0
